"","link","influence","cumsum","rank","color","run","MG","H","model","simname"
"f1.g12","f1.g1",3.23413698378979,14.28,4,"green","Fall",".C10","5","null","H5.sim.null"
"f1.g32","f1.g3",3.29559050171097,11.04,3,"green","Fall",".C10","5","null","H5.sim.null"
"a1.d1","a1.d1",3.67378903915973,7.75,2,"black","Fall",".C10","5","null","H5.sim.null"
"f3.f32","f3.f3",4.07540969501656,4.08,1,"green","Fall",".C10","5","null","H5.sim.null"
"b3.b33","b3.b3",0.485339819836461,100,84,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a3.a33","a3.a3",0.540842325209452,99.51,83,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"g1.g13","g1.g1",0.557403096166316,98.97,82,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.g13","f1.g1",0.559121537790535,98.42,81,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.f13","c1.f1",0.564355157677776,97.86,80,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.b33","c2.b3",0.571396547771754,97.29,79,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f13","d2.f1",0.577667788670471,96.72,78,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCfall.NCCfall3","NCCfall.NCCfall",0.605849478570358,96.14,77,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.a13","a1.a1",0.607957826866012,95.54,76,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.g13","d2.g1",0.613404202826678,94.93,75,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCfall.g33","NCCfall.g3",0.619478010520342,94.32,74,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b33","c3.b3",0.621873629290399,93.7,73,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.f23","c1.f2",0.643723342615806,93.08,72,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCspr.g13","NCCspr.g1",0.665249720113081,92.43,71,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.c33","b3.c3",0.667326603126924,91.77,70,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d33","c1.d3",0.670202055175926,91.1,69,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f2.g33","f2.g3",0.674360767407444,90.43,68,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c13","b2.c1",0.705135143341128,89.75,67,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.b33","c1.b3",0.707980004228669,89.05,66,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCspr.NCCspr3","NCCspr.NCCspr",0.71429918194764,88.34,65,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.c23","b3.c2",0.725866534624532,87.63,64,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.c13","d1.c1",0.762877561129978,86.9,63,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a3.b33","a3.b3",0.778750324234308,86.14,62,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.c13","d3.c1",0.784441363502297,85.36,61,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.d33","c3.d3",0.787132016835157,84.58,60,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.c13","d2.c1",0.813792328190382,83.79,59,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c33","b2.c3",0.814260850126096,82.97,58,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f13","d1.f1",0.817031269901133,82.16,57,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e3.f33","e3.f3",0.823065359872248,81.34,56,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.g33","d2.g3",0.826425537802295,80.52,55,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b33","b2.b3",0.827818930661975,79.69,54,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b13","c3.b1",0.835558126552519,78.87,53,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.e33","b3.e3",0.840046441961266,78.03,52,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f23","d2.f2",0.848154375176864,77.19,51,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e2.f23","e2.f2",0.853641552607547,76.34,50,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f33","d1.f3",0.861592840508728,75.49,49,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.c23","c2.c2",0.89200133275637,74.63,48,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.d33","d3.d3",0.902792454355465,73.73,47,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.g13","d4.g1",0.913964782719275,72.83,46,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b13","b2.b1",0.917958574520948,71.92,45,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f33","d2.f3",0.920144211843318,71,44,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.e23","b2.e2",0.920840213358973,70.08,43,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.g33","f1.g3",0.950782560887939,69.16,42,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b23","b2.b2",0.954819985956311,68.21,41,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c23","b2.c2",0.972857322320337,67.25,40,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e1.f13","e1.f1",0.992433850149324,66.28,39,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.d33","b1.d3",1.01564582877418,65.29,38,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.b23","c2.b2",1.01624741285388,64.27,37,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.f13","f1.f1",1.03212047356588,63.26,36,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f2.f23","f2.f2",1.04184329489114,62.22,35,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f23","d3.f2",1.11716976043953,61.18,34,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.b23","c1.b2",1.18381410827019,60.06,33,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.e13","b1.e1",1.1882551584544,58.88,32,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f13","d3.f1",1.1918654294349,57.69,31,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d23","c1.d2",1.20961814186064,56.5,30,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.c13","c1.c1",1.21499282710144,55.29,29,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.b13","d3.b1",1.24078344856667,54.08,28,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f23","d1.f2",1.25901342500173,52.84,27,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.c33","d2.c3",1.26493884246839,51.58,26,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f33","d3.f3",1.27653412963167,50.31,25,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"g3.g33","g3.g3",1.28526046421484,49.04,24,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b23","c3.b2",1.29351779780003,47.75,23,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.g33","d4.g3",1.3120357767258,46.46,22,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d31","a1.d3",1.31450633037638,45.14,21,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.d23","c3.d2",1.3185454997117,43.83,20,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.f33","c3.f3",1.45358261339388,42.51,19,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.d23","d2.d2",1.47011919612035,41.06,18,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.d13","d1.d1",1.47434136966578,39.59,17,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.b13","b1.b1",1.49917188095555,38.11,16,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e1.e13","e1.e1",1.5145069350306,36.61,15,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.c33","d3.c3",1.5156055079731,35.1,14,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.b13","a1.b1",1.67971762744389,33.58,13,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d13","c1.d1",1.76712887241146,31.9,12,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e3.e33","e3.e3",1.90961213342291,30.14,11,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.c33","b1.c3",1.91963810475525,28.23,10,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e2.e23","e2.e2",2.07655436780629,26.31,9,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f3.g33","f3.g3",2.30523906501462,24.23,8,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.c33","c3.c3",2.31857661465401,21.93,7,"pink","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d41","a1.d4",2.33782666824865,19.61,6,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.d43","d4.d4",2.49141346701191,17.27,5,"red","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.b23","a1.b2",2.73746598641546,14.78,4,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d21","a1.d2",3.0763970647305,12.04,3,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d11","a1.d1",4.44435374404514,8.96,2,"black","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f3.f33","f3.f3",4.52002368904848,4.52,1,"green","Fall",".C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.c1","a1.c1",0.409761570421987,100,94,"black","Fall",".C10","6","null","H6.sim.null"
"b3.c24","b3.c2",0.428080427389355,99.59,93,"pink","Fall",".C10","6","null","H6.sim.null"
"NCCspr.g14","NCCspr.g1",0.437262937134228,99.16,92,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.f14","c1.f1",0.480511308805725,98.72,91,"pink","Fall",".C10","6","null","H6.sim.null"
"b3.b34","b3.b3",0.485917114049886,98.24,90,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.b24","c1.b2",0.494139096891111,97.76,89,"pink","Fall",".C10","6","null","H6.sim.null"
"b2.c24","b2.c2",0.498190847238307,97.26,88,"pink","Fall",".C10","6","null","H6.sim.null"
"NCCfall.g34","NCCfall.g3",0.521101650822658,96.77,87,"pink","Fall",".C10","6","null","H6.sim.null"
"d3.f14","d3.f1",0.522367778853128,96.25,86,"red","Fall",".C10","6","null","H6.sim.null"
"c1.b34","c1.b3",0.530005187493372,95.72,85,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.c14","c1.c1",0.536850629677092,95.19,84,"pink","Fall",".C10","6","null","H6.sim.null"
"b3.e34","b3.e3",0.546568325960288,94.66,83,"green","Fall",".C10","6","null","H6.sim.null"
"c1.d34","c1.d3",0.551471796645643,94.11,82,"pink","Fall",".C10","6","null","H6.sim.null"
"c3.d34","c3.d3",0.553569219001944,93.56,81,"pink","Fall",".C10","6","null","H6.sim.null"
"d1.c14","d1.c1",0.555878844680092,93,80,"red","Fall",".C10","6","null","H6.sim.null"
"d3.c14","d3.c1",0.55852038042754,92.45,79,"red","Fall",".C10","6","null","H6.sim.null"
"NCCfall.NCCfall4","NCCfall.NCCfall",0.565929434783185,91.89,78,"pink","Fall",".C10","6","null","H6.sim.null"
"g3.d22","g3.d2",0.566310515555514,91.32,77,"red","Fall",".C10","6","null","H6.sim.null"
"a3.a34","a3.a3",0.575869707635631,90.76,76,"black","Fall",".C10","6","null","H6.sim.null"
"a3.b34","a3.b3",0.578366415721276,90.18,75,"black","Fall",".C10","6","null","H6.sim.null"
"b2.c14","b2.c1",0.581437975650734,89.6,74,"pink","Fall",".C10","6","null","H6.sim.null"
"c2.c24","c2.c2",0.583447589931228,89.02,73,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.f24","c1.f2",0.589194663671656,88.44,72,"pink","Fall",".C10","6","null","H6.sim.null"
"c2.b24","c2.b2",0.593254824921642,87.85,71,"pink","Fall",".C10","6","null","H6.sim.null"
"g3.g34","g3.g3",0.595061243725372,87.26,70,"green","Fall",".C10","6","null","H6.sim.null"
"a1.c2","a1.c2",0.600595613352858,86.66,69,"black","Fall",".C10","6","null","H6.sim.null"
"g3.d42","g3.d4",0.629075410498172,86.06,68,"red","Fall",".C10","6","null","H6.sim.null"
"b3.c34","b3.c3",0.653967544116476,85.43,67,"pink","Fall",".C10","6","null","H6.sim.null"
"d2.c14","d2.c1",0.659762700509011,84.78,66,"red","Fall",".C10","6","null","H6.sim.null"
"d4.d44","d4.d4",0.660151572484891,84.12,65,"red","Fall",".C10","6","null","H6.sim.null"
"NCCspr.NCCspr4","NCCspr.NCCspr",0.665701875770093,83.46,64,"pink","Fall",".C10","6","null","H6.sim.null"
"d3.f34","d3.f3",0.676622265217232,82.79,63,"red","Fall",".C10","6","null","H6.sim.null"
"d3.d34","d3.d3",0.678135996341144,82.12,62,"red","Fall",".C10","6","null","H6.sim.null"
"c3.f34","c3.f3",0.689468419966353,81.44,61,"pink","Fall",".C10","6","null","H6.sim.null"
"c3.b14","c3.b1",0.693180019063944,80.75,60,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.d14","c1.d1",0.697189222968395,80.05,59,"pink","Fall",".C10","6","null","H6.sim.null"
"d2.c34","d2.c3",0.70731039044433,79.36,58,"red","Fall",".C10","6","null","H6.sim.null"
"d3.c34","d3.c3",0.710928494381411,78.65,57,"red","Fall",".C10","6","null","H6.sim.null"
"c3.b34","c3.b3",0.735970933254395,77.94,56,"pink","Fall",".C10","6","null","H6.sim.null"
"g1.d42","g1.d4",0.736956889538348,77.2,55,"red","Fall",".C10","6","null","H6.sim.null"
"b1.d34","b1.d3",0.74692751346411,76.47,54,"pink","Fall",".C10","6","null","H6.sim.null"
"d2.f14","d2.f1",0.757433076372714,75.72,53,"red","Fall",".C10","6","null","H6.sim.null"
"a1.d42","a1.d4",0.767706882919927,74.96,52,"black","Fall",".C10","6","null","H6.sim.null"
"c3.c34","c3.c3",0.773534693838196,74.19,51,"pink","Fall",".C10","6","null","H6.sim.null"
"b1.e14","b1.e1",0.774070217226236,73.42,50,"green","Fall",".C10","6","null","H6.sim.null"
"a1.d32","a1.d3",0.793877673922151,72.65,49,"black","Fall",".C10","6","null","H6.sim.null"
"f2.f24","f2.f2",0.795223955792372,71.85,48,"green","Fall",".C10","6","null","H6.sim.null"
"c2.b34","c2.b3",0.799195037170675,71.06,47,"pink","Fall",".C10","6","null","H6.sim.null"
"b2.b34","b2.b3",0.803301887492075,70.26,46,"pink","Fall",".C10","6","null","H6.sim.null"
"c1.d24","c1.d2",0.805940387216285,69.45,45,"pink","Fall",".C10","6","null","H6.sim.null"
"a1.c3","a1.c3",0.854655638350411,68.65,44,"black","Fall",".C10","6","null","H6.sim.null"
"b2.c34","b2.c3",0.859054245155364,67.79,43,"pink","Fall",".C10","6","null","H6.sim.null"
"c3.b24","c3.b2",0.862778843931594,66.93,42,"pink","Fall",".C10","6","null","H6.sim.null"
"a1.e2","a1.e2",0.886236107369256,66.07,41,"black","Fall",".C10","6","null","H6.sim.null"
"a1.e1","a1.e1",0.912630292273208,65.19,40,"black","Fall",".C10","6","null","H6.sim.null"
"a1.a14","a1.a1",0.913104044513364,64.27,39,"black","Fall",".C10","6","null","H6.sim.null"
"d2.f34","d2.f3",0.932390757534398,63.36,38,"red","Fall",".C10","6","null","H6.sim.null"
"b1.c34","b1.c3",0.932779880279925,62.43,37,"pink","Fall",".C10","6","null","H6.sim.null"
"f2.g34","f2.g3",0.961114326282218,61.5,36,"green","Fall",".C10","6","null","H6.sim.null"
"e3.e34","e3.e3",0.965597207117697,60.53,35,"green","Fall",".C10","6","null","H6.sim.null"
"c3.d24","c3.d2",0.995105766360786,59.57,34,"pink","Fall",".C10","6","null","H6.sim.null"
"d2.d24","d2.d2",1.01180898538804,58.57,33,"red","Fall",".C10","6","null","H6.sim.null"
"d2.g34","d2.g3",1.02374802854286,57.56,32,"red","Fall",".C10","6","null","H6.sim.null"
"f3.g34","f3.g3",1.051573953823,56.54,31,"green","Fall",".C10","6","null","H6.sim.null"
"b2.e24","b2.e2",1.07272403095955,55.49,30,"green","Fall",".C10","6","null","H6.sim.null"
"d1.f34","d1.f3",1.09969251581693,54.41,29,"red","Fall",".C10","6","null","H6.sim.null"
"a1.d12","a1.d1",1.10238256447338,53.31,28,"black","Fall",".C10","6","null","H6.sim.null"
"d1.f14","d1.f1",1.10861797006184,52.21,27,"red","Fall",".C10","6","null","H6.sim.null"
"d1.d14","d1.d1",1.15667572289015,51.1,26,"red","Fall",".C10","6","null","H6.sim.null"
"d3.f24","d3.f2",1.16146998367943,49.95,25,"red","Fall",".C10","6","null","H6.sim.null"
"a1.b24","a1.b2",1.19528204003435,48.78,24,"black","Fall",".C10","6","null","H6.sim.null"
"d2.g14","d2.g1",1.26608999032082,47.59,23,"red","Fall",".C10","6","null","H6.sim.null"
"a1.d22","a1.d2",1.2921334068245,46.32,22,"black","Fall",".C10","6","null","H6.sim.null"
"d2.f24","d2.f2",1.35491581742427,45.03,21,"red","Fall",".C10","6","null","H6.sim.null"
"b2.b14","b2.b1",1.38327626374943,43.68,20,"pink","Fall",".C10","6","null","H6.sim.null"
"d3.b14","d3.b1",1.40483692353102,42.29,19,"red","Fall",".C10","6","null","H6.sim.null"
"f3.f34","f3.f3",1.41559726738732,40.89,18,"green","Fall",".C10","6","null","H6.sim.null"
"d4.g34","d4.g3",1.47856424644227,39.47,17,"red","Fall",".C10","6","null","H6.sim.null"
"g1.d22","g1.d2",1.48780000962038,37.99,16,"red","Fall",".C10","6","null","H6.sim.null"
"a1.e3","a1.e3",1.51657187547764,36.51,15,"black","Fall",".C10","6","null","H6.sim.null"
"e3.f34","e3.f3",1.54029109120913,34.99,14,"green","Fall",".C10","6","null","H6.sim.null"
"g1.g14","g1.g1",1.57229315461762,33.45,13,"green","Fall",".C10","6","null","H6.sim.null"
"d1.f24","d1.f2",1.62374378132199,31.88,12,"red","Fall",".C10","6","null","H6.sim.null"
"d4.g14","d4.g1",1.62846696676794,30.25,11,"red","Fall",".C10","6","null","H6.sim.null"
"b2.b24","b2.b2",1.65979927121337,28.62,10,"pink","Fall",".C10","6","null","H6.sim.null"
"a1.b14","a1.b1",1.84491406396613,26.96,9,"black","Fall",".C10","6","null","H6.sim.null"
"e2.f24","e2.f2",2.12933881726798,25.12,8,"green","Fall",".C10","6","null","H6.sim.null"
"e2.e24","e2.e2",2.3185298752242,22.99,7,"green","Fall",".C10","6","null","H6.sim.null"
"e1.f14","e1.f1",2.61977046798702,20.67,6,"green","Fall",".C10","6","null","H6.sim.null"
"b1.b14","b1.b1",2.67605623209166,18.05,5,"pink","Fall",".C10","6","null","H6.sim.null"
"f1.f14","f1.f1",3.05239525213833,15.38,4,"green","Fall",".C10","6","null","H6.sim.null"
"f1.g34","f1.g3",3.59714044094531,12.32,3,"green","Fall",".C10","6","null","H6.sim.null"
"e1.e14","e1.e1",3.91882952302713,8.73,2,"green","Fall",".C10","6","null","H6.sim.null"
"f1.g14","f1.g1",4.80792419619641,4.81,1,"green","Fall",".C10","6","null","H6.sim.null"
"NCCspr.NCCspr5","NCCspr.NCCspr",0.356437380605979,100,90,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a3.b35","a3.b3",0.499906624249846,99.64,89,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d25","c1.d2",0.512287865069097,99.14,88,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c2.b35","c2.b3",0.545274599219746,98.63,87,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.g35","d2.g3",0.562671690991164,98.09,86,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCspr.g15","NCCspr.g1",0.587322953046968,97.52,85,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.g15","d2.g1",0.594134859214009,96.94,84,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.f35","d2.f3",0.604756312035755,96.34,83,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCfall.NCCfall5","NCCfall.NCCfall",0.624307174317737,95.74,82,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f1.g15","f1.g1",0.62937138497039,95.11,81,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCfall.g35","NCCfall.g3",0.642802515572039,94.48,80,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.f15","d2.f1",0.656742660404387,93.84,79,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.e25","b2.e2",0.674638319342335,93.18,78,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.e21","a1.e2",0.674950697119236,92.51,77,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a3.a35","a3.a3",0.684257316678474,91.83,76,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.b35","c3.b3",0.69010315516294,91.15,75,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.b35","c1.b3",0.691707445185294,90.46,74,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.a15","a1.a1",0.704694529937641,89.77,73,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.f25","c1.f2",0.712000484632248,89.06,72,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.f15","c1.f1",0.7174847272361,88.35,71,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d35","c1.d3",0.722643459892384,87.63,70,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f2.g35","f2.g3",0.732936785682129,86.91,69,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"g3.g35","g3.g3",0.735175742108771,86.18,68,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.d35","c3.d3",0.745585355382925,85.44,67,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.e35","b3.e3",0.746188366442345,84.7,66,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"g1.g15","g1.g1",0.747281164006517,83.95,65,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.c15","d2.c1",0.74839372657856,83.2,64,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.f35","c3.f3",0.750768786366345,82.46,63,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d4.g15","d4.g1",0.774260206818391,81.71,62,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f2.f25","f2.f2",0.810464342772723,80.93,61,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.d33","a1.d3",0.814373156638808,80.12,60,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d15","c1.d1",0.824844512799887,79.31,59,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.f15","d1.f1",0.835233975432764,78.48,58,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.f25","d1.f2",0.845037112252941,77.65,57,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f1.f15","f1.f1",0.849969097686417,76.8,56,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b1.e15","b1.e1",0.86599895276485,75.95,55,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.f25","d2.f2",0.881537594587926,75.08,54,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b1.d35","b1.d3",0.890137555987374,74.2,53,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.e31","a1.e3",0.904420863671956,73.31,52,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.c11","a1.c1",0.907913358612138,72.41,51,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.b25","c1.b2",0.909269600442407,71.5,50,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.c15","d1.c1",0.916269653209099,70.59,49,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.c15","d3.c1",0.928480718493069,69.68,48,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.f35","d1.f3",0.939142709052051,68.75,47,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.d43","a1.d4",0.961530978521272,67.81,46,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d4.g35","d4.g3",0.962338589891534,66.85,45,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.e11","a1.e1",0.965488622978003,65.88,44,"black","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.b35","b3.b3",0.966795616812435,64.92,43,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c2.b25","c2.b2",0.967636303256199,63.95,42,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f1.g35","f1.g3",0.978661543049021,62.98,41,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.c15","b2.c1",0.979277360886672,62.01,40,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.f35","d3.f3",0.991525750038586,61.03,39,"red","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.c35","b3.c3",0.994323224783815,60.03,38,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.c25","b3.c2",0.997458553008958,59.04,37,"pink","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
"e3.e35","e3.e3",1.02187768466389,58.04,36,"green","Fall",".C10","6","g1.d2d4","H6.sim.g1.d2d4"
